Rank,Time,Name,Country,Date of Birth,Place,City,Date,Gender,Event
2087,2:07:55,Fumihiro Maruyama,JPN,01.07.1990,4,Osaka,27.02.2022,Men,Marathon
2087,2:07:55,Mustapha El Aziz,MAR,24.12.1985,3,Seoul,03.11.2013,Men,Marathon
2087,2:07:55,Dadi Yami Gemeda,ETH,01.01.1982,7,Dubai,25.01.2013,Men,Marathon
2087,2:07:55,Stephen Chemlany,KEN,09.08.1982,2,Berlin,25.09.2011,Men,Marathon
2087,2:07:55,Toshinari Suwa,JPN,29.01.1977,2,Fukuoka,07.12.2003,Men,Marathon
2087,2:07:55,Mohamed Ouaadi,FRA,01.01.1969,2,Fukuoka,05.12.1999,Men,Marathon
2087,2:07:55,António Pinto,POR,22.03.1966,1,London,13.04.1997,Men,Marathon
2087,2:07:55,Alemayehu Ameta Belachew,ETH,26.10.1985,14,Sevilla,23.02.2020,Men,Marathon
2094,2:25:52,Nicole Carroll,AUS,14.01.1972,4,London,18.04.1999,Women,Marathon
2094,2:25:52,Miyoko Takahashi-Asahina,JPN,24.09.1969,1,Rotterdam,17.04.1994,Women,Marathon
2094,2:25:52,Kayoko Obata,JPN,18.09.1971,2,Osaka,29.01.2006,Women,Marathon
2094,2:25:52,Atsede Habtamu,ETH,26.10.1987,1,Daegu,10.04.2011,Women,Marathon
2094,2:25:52,Lornah Kiplagat,NED,01.05.1974,3,Amsterdam,16.10.2011,Women,Marathon
2094,2:25:52,Abebech Afework,ETH,11.12.1990,1,Houston,19.01.2014,Women,Marathon
2094,2:25:52,Margaret Agai,KEN,10.06.1988,1,Seoul,19.03.2017,Women,Marathon
2094,2:25:52,Nóra Szabó,HUN,01.03.1988,15,Valencia,01.12.2024,Women,Marathon
2094,2:25:52,Aleksandra Lisowska,POL,12.12.1990,28,Valencia,03.12.2023,Women,Marathon
2094,2:25:52,Deborah Schöneborn,GER,13.03.1994,5,Sevilla,19.02.2023,Women,Marathon
2094,2:25:52,Sylvia Jebiwot Kibet,KEN,28.03.1984,1,Rabat,21.04.2019,Women,Marathon
2094,2:25:52,Tigist Tufa,ETH,26.01.1987,8,London,23.04.2017,Women,Marathon
2105,2:07:56,Abel Kirui,KEN,06.04.1982,5,London,22.04.2012,Men,Marathon
2105,2:07:56,Shadrack Kiplagat,KEN,09.12.1977,6,Amsterdam,17.10.2010,Men,Marathon
2105,2:07:56,Hendrick Ramaala,RSA,02.02.1972,5,London,22.04.2007,Men,Marathon
2105,2:07:56,Stefano Baldini,ITA,25.05.1971,2,London,13.04.2003,Men,Marathon
2105,2:07:56,Gezahegn Abera,ETH,23.04.1978,1,London,13.04.2003,Men,Marathon
2105,2:07:56,Simon Bor,KEN,13.02.1969,2,Amsterdam,20.10.2002,Men,Marathon
2105,2:07:56,Yusuke Nishiyama,JPN,07.11.1994,2,Fukuoka,07.12.2025,Men,Marathon
2105,2:07:56,Shumi Dechasa,ETH,28.05.1989,4,Hamburg,29.04.2012,Men,Marathon
2105,2:07:56,Simon Kipkosgei,KEN,04.05.1999,22,Berlin,29.09.2024,Men,Marathon
2105,2:07:56,Reuben Kerio,KEN,02.06.1994,4,Košice,01.10.2023,Men,Marathon
2105,2:07:56,Mulugeta Asefa Uma,ETH,12.03.1998,11,Amsterdam,16.10.2022,Men,Marathon
2105,2:07:56,Mengistu Zelalem,ETH,12.08.1993,2,München,09.10.2022,Men,Marathon
2105,2:07:56,Kento Kikutani,JPN,08.05.1994,9,Berlin,25.09.2022,Men,Marathon
2105,2:07:56,Isaac Mpofu,ZIM,20.08.1988,10,Autzen Complex,17.07.2022,Men,Marathon
2105,2:07:56,Elkanah Langat,KEN,20.02.1996,7,Milano,03.04.2022,Men,Marathon
2105,2:07:56,Laban Kipngetich Korir,KEN,30.06.1985,17,Amsterdam,17.10.2021,Men,Marathon
2105,2:07:56,Simon Kariuki,KEN,01.04.1996,17,Tokyo,01.03.2020,Men,Marathon
2105,2:07:56,Leonard Korir,USA,10.12.1986,11,Amsterdam,20.10.2019,Men,Marathon
2105,2:07:56,Asefa Mengisa,ETH,14.05.1997,2,Otsu,10.03.2019,Men,Marathon
2105,2:07:56,Deressa Chimsa,ETH,21.11.1976,7,Paris,12.04.2015,Men,Marathon
2105,2:07:56,Brian Kipsang,KEN,26.08.1994,2,Roma,17.03.2024,Men,Marathon
2105,2:07:56,Negari Getachew Terfa,ETH,01.01.1983,1,Roma,17.03.2013,Men,Marathon
2105,2:07:56,Yuto Imae,JPN,26.01.1998,21,Osaka,22.02.2026,Men,Marathon
2106,2:25:53,Emebet Etaa Bedada,ETH,11.01.1990,2,Seoul,17.03.2013,Women,Marathon
2106,2:25:53,Tatyana Petrova,RUS,08.04.1983,4f1,Dubai,16.01.2009,Women,Marathon
2106,2:25:53,Hellen Jemaiyo Kimutai,KEN,28.12.1977,1,Hamburg,27.04.2003,Women,Marathon
2106,2:25:53,Lisa Martin,AUS,12.05.1960,2,Olympic Stadium,23.09.1988,Women,Marathon
2106,2:25:53,Firehiwot Tesfaye Dado,ETH,09.01.1984,3,Dubai,24.01.2014,Women,Marathon
2106,2:25:53,Abebech Afework,ETH,11.12.1990,3,Ottawa,24.05.2015,Women,Marathon
2106,2:25:53,Sara Moreira,POR,17.10.1985,4,New York,01.11.2015,Women,Marathon
2106,2:25:53,Visiline Jepkesho,KEN,30.12.1989,1,Paris,03.04.2016,Women,Marathon
2106,2:25:53,Xueqin Wang,CHN,01.01.1991,4,Chongqing,18.03.2012,Women,Marathon
2115,2:25:54,Bedatu Hirpa,ETH,28.04.1999,3,Sevilla,25.02.2018,Women,Marathon
2115,2:25:54,Yenenesh Tilahun Dinkesa,ETH,22.09.1994,3,Sevilla,17.02.2019,Women,Marathon
2115,2:25:54,Hikari Ohnishi,JPN,26.04.2000,19,Berlin,25.09.2022,Women,Marathon
2115,2:25:54,Judith Jerubet,KEN,31.08.1988,7,Paris,02.04.2023,Women,Marathon
2115,2:25:54,Clementine Mukandanga,RWA,08.12.1985,1,Firenze,26.11.2023,Women,Marathon
2115,2:25:54,Margarita Hernandez Flores,MEX,03.12.1985,29,Valencia,03.12.2023,Women,Marathon
2115,2:25:54,Gebeyanesh Ayele,ETH,01.05.1995,4,Milano,12.04.2026,Women,Marathon
2115,2:25:54,Sechale Dalasa,ETH,20.09.1991,1,Istanbul,06.11.2022,Women,Marathon
2123,2:25:55,Albina Mayorova,RUS,16.05.1977,1,Yokohama,17.11.2013,Women,Marathon
2123,2:25:55,Guixia Zheng,CHN,24.06.1973,7,Beijing,14.10.2001,Women,Marathon
2123,2:25:55,Kaede Kawamura,JPN,23.11.1997,6,Osaka,22.02.2026,Women,Marathon
2123,2:25:55,Maritu Ketema,ETH,21.02.2000,1,Madrid,27.04.2025,Women,Marathon
2123,2:25:55,Hiwot Gebrekidan,ETH,11.05.1995,16,Valencia,01.12.2024,Women,Marathon
2123,2:25:55,Urge Diro,ETH,16.01.1994,1,Changsha,29.10.2023,Women,Marathon
2123,2:25:55,Yanan Wei,CHN,06.12.1981,2,Seoul,13.03.2005,Women,Marathon
2123,2:25:55,Alemtsehay Asefa,ETH,11.09.1998,1,Taipei City,18.12.2022,Women,Marathon
2123,2:25:55,Desiree Davila,USA,26.07.1983,2,Houston,14.01.2012,Women,Marathon
2123,2:25:55,Lisa Weightman,AUS,16.01.1979,2,Gold Coast,03.07.2022,Women,Marathon
2123,2:25:55,Zinash Mekonen,ETH,11.09.1996,7,Amsterdam,21.10.2018,Women,Marathon
2128,2:07:57,Yuta Koyama,JPN,04.02.1994,17,Osaka,26.02.2023,Men,Marathon
2128,2:07:57,Omar Ait Chitachen,MAR,15.03.1995,16,Osaka,26.02.2023,Men,Marathon
2128,2:07:57,Stephen Kiprotich,UGA,27.02.1989,5,Hamburg,29.04.2018,Men,Marathon
2128,2:07:57,Filex Kipchirchir Kiprotich,KEN,07.12.1988,5,Seoul,18.03.2018,Men,Marathon
2128,2:07:57,Taku Fujimoto,JPN,11.09.1989,8,Chicago,07.10.2018,Men,Marathon
2128,2:07:57,Stefano Baldini,ITA,25.05.1971,2,London,13.04.1997,Men,Marathon
2128,2:07:57,Abel Antón,ESP,24.10.1962,1,London,26.04.1998,Men,Marathon
2128,2:07:57,Abdelkader El Mouaziz,MAR,01.01.1969,1,London,18.04.1999,Men,Marathon
2128,2:07:57,Joseph Ngolepus,KEN,10.04.1975,3,London,13.04.2003,Men,Marathon
2128,2:07:57,Philip Singoei,KEN,31.12.1975,1,Eindhoven,14.10.2007,Men,Marathon
2128,2:07:57,David Kemboi Kiyeng,KEN,22.04.1983,1,Daegu,08.04.2012,Men,Marathon
2128,2:07:57,Lemi Berhanu,ETH,13.09.1994,1,Warszawa,26.04.2015,Men,Marathon
2128,2:07:57,Ernest Ngeno,KEN,20.05.1995,1,Hengshui,26.09.2015,Men,Marathon
2128,2:07:57,Samuel Russom,ERI,03.01.1991,12,Sevilla,18.02.2024,Men,Marathon
2128,2:07:57,Koki Takada,JPN,13.06.1993,15,Osaka,24.02.2025,Men,Marathon
2134,2:25:56,Beyenu Degefa,ETH,12.07.1999,1,Dalian,15.10.2023,Women,Marathon
2134,2:25:56,Kena Girma,ETH,01.01.2004,1,Riyadh,31.01.2026,Women,Marathon
2134,2:25:56,Lauren Paquette,USA,27.06.1986,1,Duluth,17.06.2023,Women,Marathon
2134,2:25:56,Kotona Ota,JPN,25.09.1995,8,Nagoya,13.03.2022,Women,Marathon
2134,2:25:56,Lucy Karimi,KEN,06.10.1986,2,Cape Town,17.10.2021,Women,Marathon
2134,2:25:56,Meseret Mengistu,ETH,06.03.1990,1,Beijing,17.09.2016,Women,Marathon
2134,2:25:56,Bizunesh Deba,ETH,08.09.1987,2,New York,03.11.2013,Women,Marathon
2134,2:25:56,Yuko Watanabe,JPN,03.11.1987,2,Osaka,27.01.2013,Women,Marathon
2134,2:25:56,Harumi Hiroyama-Suzuki,JPN,02.09.1968,3,Osaka,30.01.2005,Women,Marathon
2134,2:25:56,Véronique Marot,GBR,16.09.1955,1,London,23.04.1989,Women,Marathon
2134,2:25:56,Marleen Renders,BEL,24.12.1968,2,Rotterdam,20.04.1997,Women,Marathon
2143,2:07:58,Derese Workneh,ETH,23.07.1995,1,Oita,04.02.2024,Men,Marathon
2143,2:07:58,Bazezew Asmare,ETH,11.09.1996,7,Rotterdam,16.04.2023,Men,Marathon
2143,2:07:58,Mesfin Nigusu,ETH,22.12.2000,2,Košice,06.10.2024,Men,Marathon
2143,2:07:58,Victor Kipchirchir,KEN,05.12.1987,3,Wuxi,22.03.2026,Men,Marathon
2143,2:07:58,Dawit Wolde,ETH,19.05.1991,22,Tokyo,01.03.2026,Men,Marathon
2143,2:07:58,Amos Kiplagat,KEN,13.11.1986,1,Linz,13.04.2025,Men,Marathon
2143,2:07:58,Tebello Ramakongoana,LES,13.10.1996,7,Stade de France,10.08.2024,Men,Marathon
2143,2:07:58,Benson Kipchumba Cherono,KEN,30.06.1984,1,Milano,08.10.2006,Men,Marathon
2143,2:07:58,Wilfred Kibet Kigen,KEN,23.02.1975,1,Frankfurt,28.10.2007,Men,Marathon
2143,2:07:58,Kenneth Mburu Mungara,KEN,07.09.1973,1,Toronto,26.09.2010,Men,Marathon
2143,2:07:58,Tsegaye Kebede,ETH,15.01.1987,8,Tokyo,22.02.2015,Men,Marathon
2143,2:07:58,Bernard Kiprop Kipyego,KEN,16.07.1986,3,Rotterdam,13.04.2014,Men,Marathon
2143,2:07:58,Barselius Kipyego,KEN,22.07.1993,5,Paris,14.04.2019,Men,Marathon
2143,2:07:58,Abdi Kebede,ETH,11.09.1997,5,Marrakech,26.01.2020,Men,Marathon
2143,2:07:58,Workneh Fikire,ETH,30.11.1987,3,Genève,02.05.2021,Men,Marathon
2143,2:07:58,Takeru Yamaguchi,JPN,12.05.1998,18,Osaka,26.02.2023,Men,Marathon
2143,2:07:58,Stephen Mokoka,RSA,31.01.1985,3,Otsu,10.03.2019,Men,Marathon
2145,2:25:57,Aberu Ayana,ETH,17.09.2000,4,Nanjing,16.11.2025,Women,Marathon
2145,2:25:57,Maria Guida,ITA,23.01.1966,1,Carpi,10.10.1999,Women,Marathon
2145,2:25:57,Waganesh Mekasha,ETH,16.01.1992,1,Hengshui,29.09.2018,Women,Marathon
2145,2:25:57,Derartu Hailu,ETH,08.05.2000,3,Hengshui,22.09.2024,Women,Marathon
2145,2:25:57,Mercy Jerop Kwambai,KEN,05.04.1988,2,Changsha,20.10.2024,Women,Marathon
2145,2:25:57,Florence Kiplagat,KEN,27.02.1987,2,Chicago,12.10.2014,Women,Marathon
2145,2:25:57,Caroline Cheptanui Kilel,KEN,21.03.1981,6,New York,06.11.2011,Women,Marathon
2145,2:25:57,Katrin Dörre-Heinig,GER,06.10.1961,1,Osaka,26.01.1997,Women,Marathon
2145,2:25:57,Lydia Cheromei,KEN,11.05.1977,1,Amsterdam,19.10.2008,Women,Marathon
2145,2:25:57,Natsumi Matsushita,JPN,22.01.1995,5,Tokyo,15.10.2023,Women,Marathon
2145,2:25:57,Betelihem Afenigus,ETH,29.04.2001,8,Dubai,07.01.2024,Women,Marathon
2145,2:25:57,Gladys Tejeda,PER,30.09.1985,9,Sevilla,20.02.2022,Women,Marathon
2145,2:25:57,Janet Ruguru,KEN,20.05.1993,8,Paris,03.04.2022,Women,Marathon
2145,2:25:57,Prisca Jeptoo,KEN,24.06.1984,4,Amsterdam,16.10.2016,Women,Marathon
2145,2:25:57,Ashete Bekere,ETH,17.04.1988,2,Seoul,19.03.2017,Women,Marathon
2145,2:25:57,Genet Getaneh,ETH,06.01.1986,4,Amsterdam,16.10.2011,Women,Marathon
2160,2:07:59,Antonio Peña,ESP,26.08.1970,2,Otsu,02.03.2003,Men,Marathon
2160,2:07:59,Paul Tergat,KEN,17.06.1969,4,London,13.04.2003,Men,Marathon
2160,2:07:59,Yoshiteru Morishita,JPN,26.05.1971,4,Otsu,04.03.2001,Men,Marathon
2160,2:07:59,Joseph Kahugu Njoroge,KEN,07.06.1971,4,Chicago,11.10.1998,Men,Marathon
2160,2:07:59,Steven Cheptot Matebo,KEN,30.03.1974,3,Amsterdam,20.10.2002,Men,Marathon
2160,2:07:59,Itta Tameike,JPN,23.09.2003,7,Oita,01.02.2026,Men,Marathon
2160,2:07:59,Hicham Chatt,MAR,18.02.1969,7,London,23.04.2006,Men,Marathon
2160,2:07:59,Barselius Kipyego,KEN,22.07.1993,12,Barcelona,16.03.2025,Men,Marathon
2160,2:07:59,Gebru Redahgne,ETH,23.03.2000,11,Barcelona,16.03.2025,Men,Marathon
2160,2:07:59,Bedan Karoki,KEN,21.08.1990,16,Tokyo,03.03.2024,Men,Marathon
2160,2:07:59,Tesfahun Akalnew,ETH,29.04.1999,16,Sevilla,19.02.2023,Men,Marathon
2160,2:07:59,Maru Teferi,ISR,17.08.1992,11,Autzen Complex,17.07.2022,Men,Marathon
2160,2:07:59,Tadu Abate,ETH,11.09.1997,3,Enschede,24.04.2022,Men,Marathon
2160,2:07:59,Toshinari Takaoka,JPN,24.09.1970,3,Fukuoka,07.12.2003,Men,Marathon
2160,2:07:59,Aadam Ismaeel Khamis,BRN,12.02.1989,1,Valencia,27.11.2011,Men,Marathon
2160,2:07:59,Bekana Daba,ETH,29.07.1988,4,Chicago,09.10.2011,Men,Marathon
2160,2:07:59,Bedan Karoki,KEN,21.08.1990,9,Chicago,07.10.2018,Men,Marathon
2161,2:25:58,Tereza Hrochová,CZE,24.02.1996,9,Sevilla,15.02.2026,Women,Marathon
2161,2:25:58,Yuna Takahashi,JPN,28.03.1999,10,Nagoya,08.03.2026,Women,Marathon
2161,2:25:58,Aberu Mekuria Zennebe,ETH,24.12.1983,13,Dubai,23.01.2015,Women,Marathon
2161,2:25:58,Fantu Zewude,ETH,26.09.1996,14,Sevilla,18.02.2024,Women,Marathon
2161,2:25:58,Tristin Van Ord,USA,03.10.1994,14,Chicago,08.10.2023,Women,Marathon
2161,2:25:58,Gutemi Shone Imana,ETH,17.11.1991,3,Xiamen,02.04.2023,Women,Marathon
2161,2:25:58,Mirai Waku,JPN,01.07.1995,7,Nagoya,12.03.2023,Women,Marathon
2161,2:25:58,Valeria Straneo,ITA,05.04.1976,2,Luzhniki Stadion,10.08.2013,Women,Marathon
2161,2:25:58,Meseret Mengistu,ETH,06.03.1990,1,Xiamen,02.01.2017,Women,Marathon
2161,2:25:58,Amane Gobena,ETH,01.09.1982,2,Saitama,13.11.2016,Women,Marathon
2161,2:25:58,Meskerem Assefa,ETH,03.10.1991,4,Paris,12.04.2015,Women,Marathon
2161,2:25:58,Eunice Chebichii Chumba,BRN,23.05.1993,4,New York,03.11.2024,Women,Marathon
2173,2:25:59,Marta Megra,ETH,30.12.1990,2,Hengshui,26.09.2015,Women,Marathon
2173,2:25:59,Jessica Trengove,AUS,15.08.1987,4,Toronto,21.10.2018,Women,Marathon
2173,2:25:59,Katharina Steinruck,GER,22.08.1989,1,Enschede,18.04.2021,Women,Marathon
2173,2:25:59,Sentayehu Lewetegn,ETH,09.05.1996,5,Dubai,25.01.2019,Women,Marathon
2173,2:25:59,Meskerem Assefa,ETH,03.10.1991,2,Houston,19.01.2014,Women,Marathon
2173,2:25:59,Samantha Harrison,GBR,01.02.1995,11,London,23.04.2023,Women,Marathon
2173,2:25:59,Tatyana Petrova,RUS,08.04.1983,1,Los Angeles,25.05.2009,Women,Marathon
2173,2:25:59,Zinash Debebe,ETH,12.10.1996,3,Roma,19.03.2023,Women,Marathon
2173,2:25:59,Chiharu Suzuki,JPN,18.11.1993,7,Osaka,29.01.2023,Women,Marathon
2173,2:25:59,Kerryn Mccann,AUS,02.05.1967,5,London,16.04.2000,Women,Marathon
2173,2:25:59,Joyce Chepchumba,KEN,06.11.1970,1,Chicago,24.10.1999,Women,Marathon
2173,2:25:59,Atsede Bayisa,ETH,16.04.1987,9,London,22.04.2012,Women,Marathon
2173,2:25:59,Fantu Zewude,ETH,26.09.1996,1,Chongqing,19.03.2023,Women,Marathon
2177,2:08:00,Kazuhiro Maeda,JPN,19.04.1981,4,Tokyo,24.02.2013,Men,Marathon
2177,2:08:00,Kemal Husen,ETH,24.05.2003,7,Osaka,25.02.2024,Men,Marathon
2177,2:08:00,Douglass Kimeli Kiprugut,KEN,14.05.1990,7,Wuxi,23.03.2025,Men,Marathon
2177,2:08:00,Albert Korir,KEN,02.03.1994,3,New York,03.11.2024,Men,Marathon
2177,2:08:00,Abdi Ali Gelelchu,BRN,01.08.1997,5,Dongying,20.10.2024,Men,Marathon
2177,2:08:00,Kipkemoi Kiprono,KEN,12.09.1995,5,Ljubljana,20.10.2024,Men,Marathon
2177,2:08:00,Laban Kipngetich Korir,KEN,30.06.1985,9,Seoul,17.03.2024,Men,Marathon
2177,2:08:00,Gebregziabher Gebremariam,ETH,10.09.1984,4,New York,06.11.2011,Men,Marathon
2177,2:08:00,Vincent Kibor Raimoi,KEN,16.07.1996,5,Fukuoka,03.12.2023,Men,Marathon
2177,2:08:00,Tesfaye Lencho Anbesa,ETH,28.01.1997,6,Beijing,29.10.2023,Men,Marathon
2177,2:08:00,Clayton Young,USA,14.09.1993,7,Chicago,08.10.2023,Men,Marathon
2177,2:08:00,Tsukasa Koyama,JPN,21.01.1992,7,Beppu,05.02.2023,Men,Marathon
2177,2:08:00,Yohans Mekasha,ETH,04.02.1998,7,Doha,20.01.2023,Men,Marathon
2177,2:08:00,Abdelaziz Merzougui,ESP,30.08.1991,19,Valencia,04.12.2022,Men,Marathon
2177,2:08:00,Yuta Shimoda,JPN,31.03.1996,16,Otsu,28.02.2021,Men,Marathon
2177,2:08:00,Amos Kipruto,KEN,16.09.1992,18,Tokyo,01.03.2020,Men,Marathon
2177,2:08:00,Titus Ekiru,KEN,02.01.1992,1,Honolulu,08.12.2019,Men,Marathon
2177,2:08:00,Khalid Choukoud,NED,23.03.1986,13,Amsterdam,19.10.2025,Men,Marathon
2177,2:08:00,Marius Kipserem,KEN,17.05.1988,2,Eindhoven,09.10.2016,Men,Marathon
2177,2:08:00,Pius Dominic Ondoro,KEN,03.03.1988,1,See Genezareth,10.01.2013,Men,Marathon
2177,2:08:00,Ondoro Osoro,KEN,03.12.1967,3,Chicago,24.10.1999,Men,Marathon
2177,2:08:00,Sammy Lelei,KEN,14.08.1964,3,Berlin,28.09.1997,Men,Marathon
2186,2:26:00,Margaret Okayo,KEN,30.05.1976,2,Chicago,24.10.1999,Women,Marathon
2186,2:26:00,Masako Chiba,JPN,18.07.1976,3,Chicago,09.10.2005,Women,Marathon
2186,2:26:00,Julia Mombi Muraga,KEN,25.01.1985,3,Osaka,27.01.2008,Women,Marathon
2186,2:26:00,Lenah Cheruiyot,KEN,01.03.1973,3,Paris,06.04.2008,Women,Marathon
2186,2:26:00,Yeshi Esayias,ETH,28.12.1985,2,Tokyo,26.02.2012,Women,Marathon
2186,2:26:00,Yukiko Akaba,JPN,18.10.1979,1,Osaka,26.01.2014,Women,Marathon
2186,2:26:00,Sara Moreira,POR,17.10.1985,3,New York,02.11.2014,Women,Marathon
2186,2:26:00,Etagegn Woldu,ETH,10.05.1996,8,Paris,02.04.2023,Women,Marathon
2186,2:26:00,Yenenesh Tilahun Dinkesa,ETH,22.09.1994,6,Paris,07.04.2024,Women,Marathon
2186,2:26:00,Kena Girma,ETH,01.01.2004,1,Madrid,26.04.2026,Women,Marathon
2196,2:26:01,Jiali Wang,CHN,01.02.1986,1,Zhengzhou,30.03.2008,Women,Marathon
2196,2:26:01,Yeshi Esayias,ETH,28.12.1985,2,Tokyo,24.02.2013,Women,Marathon
2196,2:26:01,Lidia Şimon,ROU,04.09.1973,1,Commonwealth Stadium,12.08.2001,Women,Marathon
2196,2:26:01,Luminita Zaituc,GER,09.10.1968,1,Frankfurt,28.10.2001,Women,Marathon
2196,2:26:01,Kazumi Matsuo,JPN,18.04.1974,1,Nagoya,11.03.2001,Women,Marathon
2196,2:26:01,Rosa Mota,POR,29.06.1958,1,Chicago,21.10.1984,Women,Marathon
2196,2:26:01,Sichala Kumeshi,ETH,19.06.1995,1,Košice,06.10.2019,Women,Marathon
2196,2:26:01,Jackline Chepngeno,KEN,16.01.1993,1,Linz,12.04.2026,Women,Marathon
2196,2:26:01,Bing Wu,CHN,20.07.2001,1,Jiaxing,30.03.2025,Women,Marathon
2196,2:26:01,Adanech Mekonnen,ETH,01.01.1997,2,Málaga,15.12.2024,Women,Marathon
2196,2:26:01,Stella Chesang,UGA,01.12.1996,7,Stade de France,11.08.2024,Women,Marathon
2196,2:26:01,Medina Deme Armino,ETH,22.10.1997,7,Paris,07.04.2024,Women,Marathon
2196,2:26:01,Eunice Chebichii Chumba,BRN,23.05.1993,2,Abu Dhabi,26.11.2021,Women,Marathon
2196,2:26:01,Bornes Chepkirui,KEN,23.11.1986,3,Osaka,27.01.2019,Women,Marathon
2199,2:08:01,Alberto Juzdado,ESP,20.08.1966,1,Tokyo,08.02.1998,Men,Marathon
2199,2:08:01,Samson Ramadhani,TAN,25.12.1982,5,London,13.04.2003,Men,Marathon
2199,2:08:01,Timothy Kipkorir,KEN,03.10.1993,10,Seoul,17.03.2024,Men,Marathon
2199,2:08:01,Mohamed Reda El Aaraby,MAR,12.11.1989,8,Oita,01.02.2026,Men,Marathon
2199,2:08:01,Joshua Kogo,KEN,12.12.1987,2,Roma,16.03.2025,Men,Marathon
2199,2:08:01,Capital Degefa,ETH,18.09.1995,8,Xiamen,05.01.2025,Men,Marathon
2199,2:08:01,Petro Mamu,ERI,01.09.1985,14,Sevilla,18.02.2024,Men,Marathon
2199,2:08:01,Hamza Sahli,MAR,10.05.1993,1,Oita,02.02.2020,Men,Marathon
2199,2:08:01,Zablon Chumba,KEN,28.12.1991,10,Berlin,25.09.2022,Men,Marathon
2199,2:08:01,Emmanuel Mutai,KEN,12.10.1984,6,London,22.04.2012,Men,Marathon
2199,2:08:01,Julius Nderitu,KEN,07.10.1979,14,Dubai,27.01.2012,Men,Marathon
2199,2:08:01,Francis Kipkoech Bowen,KEN,12.10.1973,3,Valencia,27.11.2011,Men,Marathon
2199,2:08:01,Nicholas Kemboi,QAT,25.11.1983,2,Valencia,27.11.2011,Men,Marathon
2199,2:08:01,Benjamin Kiptoo,KEN,10.01.1979,4,Paris,11.04.2010,Men,Marathon
2199,2:08:01,Sammy Kipchoge Korir,KEN,12.12.1971,3,Dubai,18.01.2008,Men,Marathon
2199,2:08:01,Philip Manyim,KEN,24.03.1978,4,Berlin,30.09.2007,Men,Marathon
2199,2:08:01,Rory Linkletter,CAN,12.08.1996,13,Sevilla,18.02.2024,Men,Marathon
2199,2:08:01,Stephen Kiprotich,UGA,27.02.1989,1,Olympic Stadium,12.08.2012,Men,Marathon
2199,2:08:01,Tadesse Tola,ETH,31.10.1987,4,Eindhoven,14.10.2012,Men,Marathon
2199,2:08:01,Stephen Chebogut,KEN,09.01.1985,3,Hamburg,26.04.2015,Men,Marathon
2199,2:08:01,Laban Mutai,KEN,15.01.1988,4,Köln,14.10.2012,Men,Marathon
2210,2:26:02,Yong-Ok Jong,PRK,24.01.1981,1,Pyongyang,08.04.2007,Women,Marathon
2210,2:26:02,Lyudmila Petrova,RUS,07.10.1968,2,London,18.04.2004,Women,Marathon
2210,2:26:02,Muluhabt Tsega,ETH,22.12.1997,6,Sevilla,19.02.2023,Women,Marathon
2210,2:26:02,Lisa Weightman,AUS,16.01.1979,5,Osaka,26.01.2020,Women,Marathon
2210,2:26:02,Kiyomi Ogawa,JPN,15.09.1981,5,Nagoya,13.03.2005,Women,Marathon
2210,2:26:02,Magdalyne Masai,KEN,21.11.1993,2,Hamburg,28.04.2019,Women,Marathon
2210,2:26:02,Helena Loshanyang Kirop,KEN,09.09.1976,3,Tokyo,26.02.2012,Women,Marathon
2210,2:26:02,Vivian Jepkemei Cheruiyot,KEN,11.09.1983,2,New York,04.11.2018,Women,Marathon
2218,2:26:03,Gelete Burka,ETH,23.01.1986,3,Houston,19.01.2014,Women,Marathon
2218,2:26:03,Marisa Barros,POR,25.02.1980,1f1,Sevilla,22.02.2009,Women,Marathon
2218,2:26:03,Makiko Ito,JPN,18.01.1973,3,Rotterdam,20.04.1997,Women,Marathon
2218,2:26:03,Janet Jelagat Rono,KEN,08.12.1988,5,Tokyo,23.02.2014,Women,Marathon
2218,2:26:03,Rose Chelimo,BRN,12.07.1989,6,London,22.04.2018,Women,Marathon
2218,2:26:03,Ethlemahu Sintayehu,ETH,23.02.2001,8,Paris,07.04.2024,Women,Marathon
2220,2:08:02,James Kipsang Kwambai,KEN,28.02.1983,5,Tokyo,24.02.2013,Men,Marathon
2220,2:08:02,Stephen Chebogut,KEN,09.01.1985,6,Paris,10.04.2011,Men,Marathon
2220,2:08:02,Jackson Koech,KEN,26.12.1978,2,Rotterdam,10.04.2005,Men,Marathon
2220,2:08:02,Peter Githuka,KEN,14.02.1969,4,Chicago,22.10.2000,Men,Marathon
2220,2:08:02,Sammy Kipchoge Korir,KEN,12.12.1971,3,Rotterdam,20.04.1997,Men,Marathon
2220,2:08:02,Lukas Lokobe Kanda,KEN,01.01.1983,3,Paris,06.04.2014,Men,Marathon
2220,2:08:02,Deribe Robi,ETH,26.09.1990,4,Rotterdam,13.04.2014,Men,Marathon
2220,2:08:02,Shami Abdullah Dawit,ETH,16.07.1984,4,Amsterdam,20.10.2013,Men,Marathon
2220,2:08:02,Bernard Kiprop Koech,KEN,31.01.1988,3,Rotterdam,12.04.2015,Men,Marathon
2220,2:08:02,Barnabas Kiptum,KEN,08.12.1986,2,Gold Coast,07.07.2019,Men,Marathon
2220,2:08:02,Workneh Fikire,ETH,30.11.1987,6,Marrakech,26.01.2020,Men,Marathon
2220,2:08:02,Hidekazu Hijikata,JPN,27.06.1997,11,Tokyo,06.03.2022,Men,Marathon
